"","fromNode","toNode","weight","direction","fromAltName","toAltName"
"111","ENSG00000167065.13","ENSG00000272009.1",0.0207043305361258,"undirected","DUSP18","AL121944"
"112","ENSG00000167065.13","ENSG00000272599.2",0.0339410717068964,"undirected","DUSP18","AC016394"
"113","ENSG00000169683.7","ENSG00000170325.14",0.0489237686660207,"undirected","LRRC45","PRDM10"
"114","ENSG00000169683.7","ENSG00000171084.15",0.0232772766899964,"undirected","LRRC45","FAM86JP"
"115","ENSG00000169683.7","ENSG00000176125.4",0.0357300676667621,"undirected","LRRC45","UFSP1"
"116","ENSG00000169683.7","ENSG00000176472.10",0.0270615941365585,"undirected","LRRC45","ZNF575"
"117","ENSG00000169683.7","ENSG00000177873.12",0.0289709898925308,"undirected","LRRC45","ZNF619"
"118","ENSG00000169683.7","ENSG00000188566.13",0.0609067872935394,"undirected","LRRC45","NDOR1"
"119","ENSG00000169683.7","ENSG00000224722.3",0.0209950275554386,"undirected","LRRC45","AC020688"
"120","ENSG00000169683.7","ENSG00000234709.2",0.0333938730962477,"undirected","LRRC45","UPF3AP3"
"121","ENSG00000169683.7","ENSG00000247796.2",0.0300529319915149,"undirected","LRRC45","AC008966"
"122","ENSG00000169683.7","ENSG00000249592.5",0.0224094900084466,"undirected","LRRC45","AC139887"
"123","ENSG00000169683.7","ENSG00000251666.1",0.0378027840864004,"undirected","LRRC45","ZNF346-IT1"
"124","ENSG00000169683.7","ENSG00000260267.1",0.0560031983756432,"undirected","LRRC45","AC026471"
"125","ENSG00000169683.7","ENSG00000262265.1",0.0231806779695452,"undirected","LRRC45","AC002558"
"126","ENSG00000169683.7","ENSG00000272009.1",0.0230120865180839,"undirected","LRRC45","AL121944"
"127","ENSG00000169683.7","ENSG00000272711.1",0.0268585900414406,"undirected","LRRC45","AC019069"
"128","ENSG00000169683.7","ENSG00000273366.1",0.0287115802894346,"undirected","LRRC45","Z83851"
"129","ENSG00000169683.7","ENSG00000274315.1",0.0208894875564633,"undirected","LRRC45","AC009318"
"130","ENSG00000169683.7","ENSG00000276148.1",0.0480350170773575,"undirected","LRRC45","AC084824"
"131","ENSG00000170325.14","ENSG00000171084.15",0.0302103541670571,"undirected","PRDM10","FAM86JP"
"132","ENSG00000170325.14","ENSG00000177873.12",0.0247484488611679,"undirected","PRDM10","ZNF619"
"133","ENSG00000170325.14","ENSG00000260267.1",0.0310679059517892,"undirected","PRDM10","AC026471"
"134","ENSG00000170325.14","ENSG00000273366.1",0.021108506283208,"undirected","PRDM10","Z83851"
"135","ENSG00000171084.15","ENSG00000177873.12",0.0461050210733443,"undirected","FAM86JP","ZNF619"
"136","ENSG00000171084.15","ENSG00000186352.8",0.0711969536158112,"undirected","FAM86JP","ANKRD37"
"137","ENSG00000171084.15","ENSG00000196357.11",0.0206166269878173,"undirected","FAM86JP","ZNF565"
"138","ENSG00000171084.15","ENSG00000196372.12",0.0307313256085607,"undirected","FAM86JP","ASB13"
"139","ENSG00000171084.15","ENSG00000204344.14",0.0205009138260225,"undirected","FAM86JP","STK19"
"140","ENSG00000171084.15","ENSG00000225138.7",0.0294855053240654,"undirected","FAM86JP","SLC9A3-AS1"
"141","ENSG00000171084.15","ENSG00000230337.1",0.0265693909320268,"undirected","FAM86JP","AL109811"
"142","ENSG00000171084.15","ENSG00000236144.6",0.0745497029472791,"undirected","FAM86JP","TMEM147-AS1"
"143","ENSG00000171084.15","ENSG00000247796.2",0.0579855544095403,"undirected","FAM86JP","AC008966"
"144","ENSG00000171084.15","ENSG00000249592.5",0.0618702602564455,"undirected","FAM86JP","AC139887"
"145","ENSG00000171084.15","ENSG00000251666.1",0.0241378049894791,"undirected","FAM86JP","ZNF346-IT1"
"146","ENSG00000171084.15","ENSG00000259802.1",0.0428448294206443,"undirected","FAM86JP","AC012640"
"147","ENSG00000171084.15","ENSG00000260267.1",0.061112503231534,"undirected","FAM86JP","AC026471"
"148","ENSG00000171084.15","ENSG00000262265.1",0.0611606813275737,"undirected","FAM86JP","AC002558"
"149","ENSG00000171084.15","ENSG00000269609.5",0.0678056306415356,"undirected","FAM86JP","RPARP-AS1"
"150","ENSG00000171084.15","ENSG00000272009.1",0.0243636080710373,"undirected","FAM86JP","AL121944"
"151","ENSG00000171084.15","ENSG00000272599.2",0.0492766682350556,"undirected","FAM86JP","AC016394"
"152","ENSG00000171084.15","ENSG00000272711.1",0.0329635422622464,"undirected","FAM86JP","AC019069"
"153","ENSG00000171084.15","ENSG00000273366.1",0.028767200948604,"undirected","FAM86JP","Z83851"
"154","ENSG00000171084.15","ENSG00000276131.1",0.0204405901231398,"undirected","FAM86JP","AC009118"
"155","ENSG00000171928.13","ENSG00000196372.12",0.020230870369926,"undirected","TVP23B","ASB13"
"156","ENSG00000176125.4","ENSG00000224722.3",0.0216678599926053,"undirected","UFSP1","AC020688"
"157","ENSG00000176125.4","ENSG00000260267.1",0.0405090571687311,"undirected","UFSP1","AC026471"
"158","ENSG00000176125.4","ENSG00000262265.1",0.0276500389421614,"undirected","UFSP1","AC002558"
"159","ENSG00000176125.4","ENSG00000273366.1",0.0227718957961093,"undirected","UFSP1","Z83851"
"160","ENSG00000176125.4","ENSG00000276148.1",0.0265703264446368,"undirected","UFSP1","AC084824"
"161","ENSG00000176472.10","ENSG00000224722.3",0.021185114905097,"undirected","ZNF575","AC020688"
"162","ENSG00000176472.10","ENSG00000260267.1",0.0269330449472178,"undirected","ZNF575","AC026471"
"163","ENSG00000176472.10","ENSG00000273366.1",0.0356066535569555,"undirected","ZNF575","Z83851"
"164","ENSG00000177873.12","ENSG00000196372.12",0.0353874290976122,"undirected","ZNF619","ASB13"
"165","ENSG00000177873.12","ENSG00000230337.1",0.0390469344284285,"undirected","ZNF619","AL109811"
"166","ENSG00000177873.12","ENSG00000236144.6",0.0220957192987186,"undirected","ZNF619","TMEM147-AS1"
"167","ENSG00000177873.12","ENSG00000247796.2",0.0221533642162443,"undirected","ZNF619","AC008966"
"168","ENSG00000177873.12","ENSG00000249592.5",0.0286820124728915,"undirected","ZNF619","AC139887"
"169","ENSG00000177873.12","ENSG00000251666.1",0.0215579542784797,"undirected","ZNF619","ZNF346-IT1"
"170","ENSG00000177873.12","ENSG00000260267.1",0.0205988988608021,"undirected","ZNF619","AC026471"
"171","ENSG00000177873.12","ENSG00000262265.1",0.0326407515246319,"undirected","ZNF619","AC002558"
"172","ENSG00000177873.12","ENSG00000269609.5",0.0252005415848102,"undirected","ZNF619","RPARP-AS1"
"173","ENSG00000186352.8","ENSG00000196372.12",0.0221227807109219,"undirected","ANKRD37","ASB13"
"174","ENSG00000186352.8","ENSG00000225138.7",0.0220067398018705,"undirected","ANKRD37","SLC9A3-AS1"
"175","ENSG00000186352.8","ENSG00000236144.6",0.0500286487662393,"undirected","ANKRD37","TMEM147-AS1"
"176","ENSG00000186352.8","ENSG00000247796.2",0.0225419811132168,"undirected","ANKRD37","AC008966"
"177","ENSG00000186352.8","ENSG00000259802.1",0.03222562467439,"undirected","ANKRD37","AC012640"
"178","ENSG00000186352.8","ENSG00000260267.1",0.0287422578640368,"undirected","ANKRD37","AC026471"
"179","ENSG00000186352.8","ENSG00000262265.1",0.0291458827065035,"undirected","ANKRD37","AC002558"
"180","ENSG00000186352.8","ENSG00000269609.5",0.0266025791456823,"undirected","ANKRD37","RPARP-AS1"
"181","ENSG00000186352.8","ENSG00000272599.2",0.0359799110652363,"undirected","ANKRD37","AC016394"
"182","ENSG00000188566.13","ENSG00000234709.2",0.0228713265336006,"undirected","NDOR1","UPF3AP3"
"183","ENSG00000188566.13","ENSG00000260267.1",0.0376671286302802,"undirected","NDOR1","AC026471"
"184","ENSG00000188566.13","ENSG00000274315.1",0.0312131199720011,"undirected","NDOR1","AC009318"
"185","ENSG00000196372.12","ENSG00000204344.14",0.0252245969447601,"undirected","ASB13","STK19"
"186","ENSG00000196372.12","ENSG00000214176.9",0.0219784395621535,"undirected","ASB13","PLEKHM1P1"
"187","ENSG00000196372.12","ENSG00000225138.7",0.0209276638597739,"undirected","ASB13","SLC9A3-AS1"
"188","ENSG00000196372.12","ENSG00000230337.1",0.0548012749537881,"undirected","ASB13","AL109811"
"189","ENSG00000196372.12","ENSG00000236144.6",0.0304546999491634,"undirected","ASB13","TMEM147-AS1"
"190","ENSG00000196372.12","ENSG00000247796.2",0.0216500111859036,"undirected","ASB13","AC008966"
"191","ENSG00000196372.12","ENSG00000249592.5",0.0323216607004481,"undirected","ASB13","AC139887"
"192","ENSG00000196372.12","ENSG00000251666.1",0.0456155700733565,"undirected","ASB13","ZNF346-IT1"
"193","ENSG00000196372.12","ENSG00000259802.1",0.0221434188440249,"undirected","ASB13","AC012640"
"194","ENSG00000196372.12","ENSG00000260267.1",0.0233973241673453,"undirected","ASB13","AC026471"
"195","ENSG00000196372.12","ENSG00000269609.5",0.0258122177358198,"undirected","ASB13","RPARP-AS1"
"196","ENSG00000196372.12","ENSG00000272009.1",0.0334340565431647,"undirected","ASB13","AL121944"
"197","ENSG00000196372.12","ENSG00000276131.1",0.0301219154677908,"undirected","ASB13","AC009118"
